id,x,y,disease,severity,temperature,humidity,moisture,ph,priority_score
plant-373,12,40,healthy,0.0,35.56,37.77,8.13,7.59,0.0
plant-374,14,10,healthy,0.0,22.07,94.13,42.31,5.93,0.0
plant-375,36,10,healthy,0.0,23.76,38.34,61.82,5.74,0.0
plant-376,46,3,healthy,0.0,31.4,76.31,21.5,5.93,0.0
plant-377,24,43,late_blight,0.751,33.19,81.28,54.65,6.68,0.901
plant-378,24,22,healthy,0.0,28.42,43.51,6.75,5.94,0.0
plant-379,11,48,healthy,0.0,37.94,73.75,46.1,5.59,0.0
plant-380,35,49,mold,0.623,15.29,47.25,56.43,6.73,0.623
plant-381,29,31,healthy,0.0,26.83,84.92,56.06,6.87,0.0
plant-382,4,48,early_blight,0.252,28.26,88.95,36.22,6.37,0.252
plant-383,44,38,healthy,0.0,22.72,40.7,39.51,7.53,0.0
plant-384,24,45,healthy,0.0,34.44,69.97,56.01,6.66,0.0
plant-385,30,5,healthy,0.0,18.28,80.11,10.88,5.61,0.0
plant-386,2,23,nutrient_deficiency,0.313,33.29,80.51,24.96,6.34,0.329
plant-387,15,28,healthy,0.0,21.46,50.96,65.72,7.74,0.0
plant-388,33,36,healthy,0.0,30.69,80.72,65.21,6.68,0.0
plant-389,34,14,healthy,0.0,31.12,57.89,28.5,6.32,0.0
plant-390,49,12,healthy,0.0,35.4,63.56,35.79,5.77,0.0
plant-391,9,10,healthy,0.0,19.14,34.72,38.17,5.76,0.0
plant-392,7,43,early_blight,0.292,27.29,50.97,43.52,6.77,0.292
plant-393,23,40,late_blight,0.339,28.47,36.17,64.6,6.58,0.407
plant-394,25,36,healthy,0.0,36.06,35.5,31.58,5.8,0.0
plant-395,17,5,healthy,0.0,32.22,52.45,62.93,7.54,0.0
plant-396,0,5,healthy,0.0,28.45,73.79,57.58,7.32,0.0
plant-397,35,41,healthy,0.0,17.75,87.2,11.14,5.59,0.0
plant-398,6,11,healthy,0.0,21.26,86.96,42.8,7.68,0.0
plant-399,1,21,healthy,0.0,31.66,76.2,14.21,6.91,0.0
plant-400,38,10,healthy,0.0,26.72,46.15,37.95,6.77,0.0
plant-401,42,26,healthy,0.0,27.78,47.9,59.63,7.76,0.0
plant-402,34,13,mold,0.489,26.27,53.1,24.62,7.55,0.577
plant-403,32,19,healthy,0.0,15.24,38.03,58.79,6.2,0.0
plant-404,10,48,healthy,0.0,26.94,85.59,69.6,7.63,0.0
plant-405,33,7,healthy,0.0,33.15,65.82,51.81,6.75,0.0
plant-406,44,17,healthy,0.0,28.96,54.22,69.61,7.45,0.0
plant-407,43,34,mold,0.441,34.72,92.34,27.86,6.0,0.472
plant-408,49,33,healthy,0.0,35.15,60.25,23.68,6.11,0.0
plant-409,26,45,late_blight,0.404,34.62,30.04,11.86,5.58,0.778
plant-410,21,35,healthy,0.0,20.82,83.63,41.82,7.25,0.0
plant-411,43,28,late_blight,0.684,26.35,71.75,18.35,7.91,1.0
plant-412,19,43,nutrient_deficiency,0.261,36.03,48.63,41.05,7.03,0.235
plant-413,22,20,healthy,0.0,20.03,39.75,64.57,5.53,0.0
plant-414,11,27,healthy,0.0,35.62,47.37,39.97,5.54,0.0
plant-415,39,41,healthy,0.0,28.79,73.24,28.7,5.62,0.0
plant-416,47,19,healthy,0.0,26.42,88.07,8.53,6.34,0.0
plant-417,6,43,healthy,0.0,21.05,72.55,45.01,5.77,0.0
plant-418,44,33,healthy,0.0,24.73,61.38,59.02,6.49,0.0
plant-419,45,0,late_blight,0.909,17.14,68.03,42.52,5.61,1.0
plant-420,6,43,early_blight,0.72,23.55,69.55,46.16,7.83,0.72
plant-421,35,22,healthy,0.0,21.21,51.4,61.68,7.85,0.0
plant-422,26,19,healthy,0.0,19.24,91.21,16.02,5.63,0.0
plant-423,0,38,late_blight,0.525,28.62,70.11,67.67,6.36,0.63
plant-424,32,9,nutrient_deficiency,0.239,16.68,54.43,31.08,7.61,0.215
plant-425,14,29,early_blight,0.652,29.65,71.02,57.78,6.71,0.652
plant-426,6,29,early_blight,0.385,24.54,73.3,36.83,7.83,0.385
plant-427,49,35,mold,0.233,22.05,45.81,25.53,7.33,0.268
plant-428,35,49,late_blight,0.597,28.11,75.98,61.28,7.57,0.716
plant-429,24,39,early_blight,0.625,26.89,65.74,37.32,7.68,0.625
plant-430,3,28,healthy,0.0,31.51,51.74,28.62,5.79,0.0
plant-431,36,14,healthy,0.0,16.59,56.38,19.81,6.81,0.0
plant-432,45,3,early_blight,0.829,29.0,37.21,51.86,7.29,0.829
plant-433,6,4,late_blight,0.236,25.45,82.43,66.3,5.85,0.283
plant-434,17,11,healthy,0.0,32.99,72.28,40.97,7.65,0.0
plant-435,33,43,healthy,0.0,18.02,58.18,35.0,6.99,0.0
plant-436,49,8,early_blight,0.962,26.3,51.6,53.18,7.7,0.962
plant-437,19,37,nutrient_deficiency,0.372,30.58,40.1,16.77,7.15,0.482
plant-438,4,39,healthy,0.0,26.16,52.22,35.61,7.48,0.0
plant-439,43,10,healthy,0.0,30.46,67.42,17.99,7.81,0.0
plant-440,46,4,healthy,0.0,21.78,94.73,61.02,6.41,0.0
plant-441,6,43,healthy,0.0,19.37,70.38,7.68,6.75,0.0
plant-442,11,16,nutrient_deficiency,0.443,26.31,82.25,30.72,6.35,0.399
plant-443,2,0,healthy,0.0,32.13,82.94,50.68,6.19,0.0
plant-444,27,8,healthy,0.0,36.93,36.55,16.47,5.8,0.0
plant-445,38,40,healthy,0.0,34.65,37.66,57.47,7.31,0.0
plant-446,11,43,healthy,0.0,26.1,50.58,39.58,7.66,0.0
plant-447,4,42,healthy,0.0,16.3,93.31,6.37,5.59,0.0
plant-448,32,49,healthy,0.0,16.57,70.13,24.44,6.97,0.0
plant-449,23,46,healthy,0.0,17.71,56.86,61.39,6.1,0.0
plant-450,4,20,healthy,0.0,36.07,56.69,64.76,6.31,0.0
plant-451,11,15,healthy,0.0,27.52,70.12,32.56,7.23,0.0
plant-452,8,33,early_blight,0.23,15.52,62.06,48.03,6.89,0.23
plant-453,19,18,healthy,0.0,25.26,40.04,11.39,7.51,0.0
plant-454,16,31,healthy,0.0,23.4,42.35,64.93,6.33,0.0
plant-455,38,7,healthy,0.0,17.17,89.22,24.13,6.39,0.0
plant-456,25,33,healthy,0.0,31.98,64.35,63.98,7.53,0.0
plant-457,28,31,healthy,0.0,15.66,65.32,7.84,6.27,0.0
plant-458,37,1,healthy,0.0,18.29,50.52,50.78,6.77,0.0
plant-459,28,24,healthy,0.0,18.78,67.76,16.73,7.22,0.0
plant-460,17,49,healthy,0.0,17.75,51.37,27.45,7.58,0.0
plant-461,15,25,early_blight,0.345,20.03,81.14,30.21,5.68,0.345
plant-462,27,10,healthy,0.0,23.16,44.13,45.77,7.02,0.0
plant-463,44,47,nutrient_deficiency,0.532,33.82,49.6,58.01,5.61,0.479
plant-464,30,12,healthy,0.0,17.21,63.7,47.5,6.13,0.0
plant-465,20,23,healthy,0.0,21.58,45.26,33.34,7.29,0.0
plant-466,26,8,nutrient_deficiency,0.986,31.1,56.71,62.13,7.46,0.887
plant-467,36,43,healthy,0.0,27.74,47.29,65.1,6.35,0.0
plant-468,43,14,mold,0.461,22.22,51.5,13.98,7.01,0.707
plant-469,9,9,healthy,0.0,20.03,79.41,52.36,7.21,0.0
plant-470,28,8,healthy,0.0,32.81,54.41,12.57,7.82,0.0
plant-471,30,44,healthy,0.0,28.14,77.69,69.38,6.95,0.0
plant-472,14,14,nutrient_deficiency,0.536,26.67,94.65,7.59,5.76,0.843
plant-473,41,38,early_blight,0.775,31.88,93.19,49.04,6.96,0.775
plant-474,38,22,early_blight,0.385,24.75,36.55,36.07,7.84,0.385
plant-475,43,31,mold,0.937,21.31,59.52,59.75,5.57,0.937
plant-476,34,7,healthy,0.0,28.44,52.4,33.02,7.4,0.0
plant-477,21,15,healthy,0.0,23.07,64.74,31.13,7.8,0.0
plant-478,30,21,healthy,0.0,34.39,46.23,48.78,7.06,0.0
plant-479,25,34,nutrient_deficiency,0.552,23.54,86.6,29.32,7.55,0.508
plant-480,3,19,nutrient_deficiency,0.905,27.88,66.34,53.92,7.91,0.815
plant-481,2,6,early_blight,0.701,24.03,78.14,15.43,6.62,1.0
plant-482,8,0,healthy,0.0,34.2,36.69,52.9,7.93,0.0
plant-483,45,17,healthy,0.0,33.88,32.4,16.16,6.4,0.0
plant-484,47,20,healthy,0.0,24.99,82.94,18.18,5.68,0.0
plant-485,34,29,healthy,0.0,20.59,57.73,10.84,7.45,0.0
plant-486,46,10,healthy,0.0,36.98,90.65,9.64,5.91,0.0
plant-487,41,44,mold,0.533,15.46,42.02,12.6,7.55,0.842
plant-488,14,19,early_blight,0.992,15.89,60.2,35.08,7.88,0.992
plant-489,12,49,early_blight,0.308,28.65,79.65,25.09,7.53,0.358
plant-490,24,4,mold,0.353,32.88,42.25,12.76,6.03,0.556
plant-491,9,43,healthy,0.0,31.02,75.33,26.2,7.97,0.0
plant-492,11,45,late_blight,0.304,15.09,75.56,49.85,6.09,0.365
plant-493,7,46,healthy,0.0,30.34,91.27,68.67,6.28,0.0
plant-494,6,31,nutrient_deficiency,0.621,23.54,88.99,69.31,7.19,0.559
plant-495,39,1,healthy,0.0,18.03,38.41,40.87,7.53,0.0
plant-496,16,1,healthy,0.0,23.56,81.65,31.19,6.32,0.0
plant-497,39,15,early_blight,0.296,18.46,52.02,25.22,6.5,0.343
plant-498,20,22,healthy,0.0,22.02,85.8,66.02,6.73,0.0
plant-499,19,33,nutrient_deficiency,0.257,20.89,45.55,67.9,6.27,0.231
plant-500,22,45,healthy,0.0,34.04,77.4,18.76,7.24,0.0
plant-501,43,21,nutrient_deficiency,0.914,26.41,91.57,24.81,5.75,0.965
plant-502,49,0,nutrient_deficiency,0.567,21.39,87.65,9.25,6.32,0.863
plant-503,22,14,healthy,0.0,20.18,84.44,52.86,6.64,0.0
plant-504,17,35,healthy,0.0,24.9,55.32,6.38,7.06,0.0
plant-505,34,34,early_blight,0.41,37.06,56.36,34.8,7.74,0.41
plant-506,46,5,healthy,0.0,25.17,43.15,23.37,7.51,0.0
plant-507,31,11,healthy,0.0,31.84,81.74,58.74,6.7,0.0
plant-508,14,21,mold,0.616,35.88,71.88,58.79,6.82,0.616
plant-509,11,28,early_blight,0.496,21.53,59.03,16.04,7.43,0.727
plant-510,45,37,healthy,0.0,37.94,83.14,24.5,6.66,0.0
plant-511,34,32,healthy,0.0,35.31,94.81,8.33,6.69,0.0
plant-512,6,34,healthy,0.0,36.98,52.21,42.48,5.68,0.0
plant-513,21,41,late_blight,0.396,15.56,85.21,12.35,7.02,0.755
plant-514,37,15,healthy,0.0,15.8,44.49,51.17,6.27,0.0
plant-515,11,9,healthy,0.0,19.05,53.27,58.97,7.62,0.0
plant-516,15,43,healthy,0.0,34.73,36.9,53.79,6.22,0.0
plant-517,18,21,healthy,0.0,21.98,85.77,56.07,7.67,0.0
plant-518,23,1,healthy,0.0,16.69,75.69,11.64,6.34,0.0
plant-519,14,25,early_blight,0.787,29.8,49.57,18.85,5.83,1.0
plant-520,10,43,healthy,0.0,26.93,68.34,37.23,6.35,0.0
plant-521,38,18,healthy,0.0,37.45,36.43,48.7,7.69,0.0
plant-522,21,8,healthy,0.0,16.35,53.55,26.7,6.51,0.0
plant-523,32,31,nutrient_deficiency,0.88,35.84,34.39,14.64,5.94,1.0
plant-524,46,15,healthy,0.0,34.54,61.44,54.35,6.18,0.0
plant-525,7,11,healthy,0.0,26.69,34.51,32.42,6.78,0.0
plant-526,9,14,mold,0.993,17.26,56.91,28.62,7.38,1.0
plant-527,6,34,healthy,0.0,25.34,95.0,60.13,5.77,0.0
plant-528,42,29,nutrient_deficiency,0.569,33.75,65.31,20.44,7.39,0.675
plant-529,14,0,healthy,0.0,33.48,62.75,52.77,7.34,0.0
plant-530,31,10,healthy,0.0,25.47,68.05,13.09,7.31,0.0
plant-531,6,3,healthy,0.0,36.05,41.55,16.29,6.6,0.0
plant-532,25,19,late_blight,0.629,26.9,65.59,21.12,7.37,0.978
plant-533,42,17,healthy,0.0,28.33,30.77,24.26,6.45,0.0
plant-534,16,0,early_blight,0.991,21.75,71.92,58.1,5.81,0.991
plant-535,45,3,healthy,0.0,33.56,69.46,69.36,7.04,0.0
plant-536,33,45,healthy,0.0,25.43,48.34,69.49,5.97,0.0
plant-537,19,47,healthy,0.0,26.3,76.85,63.75,6.79,0.0
plant-538,3,8,mold,0.503,37.01,50.68,15.2,5.69,0.751
plant-539,41,11,late_blight,0.339,26.99,80.99,19.56,7.52,0.548
plant-540,45,41,healthy,0.0,22.61,31.61,68.98,6.08,0.0
plant-541,32,42,healthy,0.0,27.52,93.83,5.05,6.57,0.0
plant-542,9,16,healthy,0.0,27.45,48.08,45.91,6.02,0.0
plant-543,31,3,healthy,0.0,23.75,81.16,5.21,7.63,0.0
plant-544,47,24,healthy,0.0,37.76,83.21,33.75,7.9,0.0
plant-545,24,19,late_blight,0.942,22.2,59.19,55.06,7.08,1.0
plant-546,42,9,early_blight,0.358,25.72,53.32,39.32,5.74,0.358
plant-547,31,49,healthy,0.0,35.62,36.35,24.0,7.8,0.0
plant-548,5,28,healthy,0.0,34.91,91.55,35.45,6.35,0.0
plant-549,7,22,healthy,0.0,31.95,42.91,24.72,6.21,0.0
plant-550,2,17,nutrient_deficiency,0.259,34.44,34.27,45.8,7.66,0.233
plant-551,13,38,healthy,0.0,26.86,48.49,29.72,5.87,0.0
plant-552,7,41,late_blight,0.776,37.91,62.88,17.17,6.03,1.0
plant-553,45,23,healthy,0.0,23.77,33.45,48.49,7.55,0.0
plant-554,42,36,healthy,0.0,24.97,61.38,64.58,6.47,0.0
plant-555,19,25,healthy,0.0,26.43,72.53,8.43,5.65,0.0
plant-556,33,14,healthy,0.0,27.97,36.11,52.4,6.09,0.0
plant-557,2,17,healthy,0.0,28.71,41.14,11.94,6.22,0.0
plant-558,10,42,mold,0.398,15.05,55.67,46.61,6.76,0.398
plant-559,5,32,healthy,0.0,22.22,64.06,44.05,5.55,0.0
plant-560,39,18,healthy,0.0,34.59,87.79,69.83,7.4,0.0
plant-561,2,20,healthy,0.0,33.39,37.41,62.29,5.67,0.0
plant-562,31,18,healthy,0.0,34.55,58.84,58.16,7.14,0.0
plant-563,48,35,healthy,0.0,26.22,88.57,43.87,6.83,0.0
plant-564,48,33,healthy,0.0,32.57,40.08,31.25,6.68,0.0
plant-565,28,10,healthy,0.0,26.88,84.85,39.78,7.34,0.0
plant-566,49,39,healthy,0.0,19.11,30.76,32.49,6.49,0.0
plant-567,44,29,healthy,0.0,32.56,92.17,30.54,5.76,0.0
plant-568,14,28,healthy,0.0,29.27,57.39,27.92,5.77,0.0
plant-569,16,25,healthy,0.0,36.57,38.24,13.85,5.73,0.0
plant-570,27,34,healthy,0.0,15.11,78.06,29.97,6.17,0.0
plant-571,40,12,healthy,0.0,29.58,39.6,67.98,5.68,0.0
plant-572,37,48,healthy,0.0,37.77,93.77,19.43,5.75,0.0
plant-573,21,31,healthy,0.0,37.9,47.61,10.85,7.13,0.0
plant-574,48,30,nutrient_deficiency,0.501,18.96,37.1,23.9,5.51,0.543
plant-575,13,12,healthy,0.0,31.81,81.19,56.97,7.45,0.0
plant-576,1,12,healthy,0.0,28.72,71.73,16.55,7.49,0.0
plant-577,21,25,healthy,0.0,19.67,43.08,57.03,7.26,0.0
plant-578,31,13,healthy,0.0,26.56,84.15,12.98,5.9,0.0
plant-579,1,29,late_blight,0.736,29.71,88.99,58.4,6.73,0.883
plant-580,27,36,late_blight,0.412,21.7,38.87,61.19,6.13,0.494
plant-581,6,31,healthy,0.0,35.54,48.71,31.64,6.8,0.0
plant-582,19,27,nutrient_deficiency,0.942,34.51,48.7,38.72,7.96,0.848
plant-583,13,14,healthy,0.0,34.48,89.73,55.34,7.55,0.0
plant-584,33,5,mold,0.403,21.54,31.72,56.35,6.21,0.403
plant-585,36,15,healthy,0.0,20.65,76.63,67.63,6.33,0.0
plant-586,4,32,late_blight,0.549,26.93,58.97,46.62,7.67,0.659
plant-587,42,23,early_blight,0.949,32.72,86.33,40.88,6.31,0.949
plant-588,38,11,healthy,0.0,31.07,91.22,5.89,7.72,0.0
plant-589,31,9,healthy,0.0,33.12,69.83,69.74,5.7,0.0
plant-590,39,6,nutrient_deficiency,0.47,30.4,66.55,45.32,6.21,0.423
plant-591,28,1,healthy,0.0,16.05,50.08,39.44,7.75,0.0
plant-592,26,10,healthy,0.0,16.42,64.39,17.93,6.99,0.0
plant-593,25,42,early_blight,0.562,18.0,55.34,47.27,7.72,0.562
plant-594,33,49,healthy,0.0,32.67,73.95,62.78,7.2,0.0
plant-595,33,46,healthy,0.0,21.92,72.78,31.49,7.38,0.0
plant-596,44,47,late_blight,0.704,36.62,87.63,11.06,5.77,1.0
plant-597,32,44,healthy,0.0,20.56,41.81,69.25,7.27,0.0
plant-598,10,30,nutrient_deficiency,0.311,28.69,94.8,14.2,6.68,0.427
plant-599,11,3,late_blight,0.506,18.3,52.16,57.71,6.02,0.607
plant-600,23,35,healthy,0.0,32.76,66.5,52.56,5.64,0.0
plant-601,29,9,healthy,0.0,16.85,83.86,53.46,6.68,0.0
plant-602,46,22,healthy,0.0,27.72,38.95,59.36,7.91,0.0
plant-603,31,43,healthy,0.0,32.65,77.53,28.23,5.69,0.0
plant-604,36,45,healthy,0.0,21.49,57.35,58.11,5.56,0.0
plant-605,44,0,early_blight,0.924,22.61,60.18,65.97,7.08,0.924
plant-606,24,37,late_blight,0.943,28.75,34.53,56.68,6.71,1.0
plant-607,49,27,healthy,0.0,34.69,33.14,12.12,5.76,0.0
plant-608,23,42,healthy,0.0,21.93,80.59,49.48,6.55,0.0
plant-609,18,2,late_blight,0.513,27.68,80.2,12.6,7.57,0.973
plant-610,16,28,healthy,0.0,35.12,77.66,9.27,6.28,0.0
plant-611,38,39,healthy,0.0,20.64,36.67,25.54,7.26,0.0
plant-612,15,22,healthy,0.0,24.46,35.35,33.21,7.19,0.0
plant-613,48,39,nutrient_deficiency,0.55,31.33,78.45,31.66,6.14,0.495
plant-614,35,5,healthy,0.0,37.62,86.62,24.65,7.44,0.0
plant-615,33,37,healthy,0.0,37.02,43.67,43.98,7.25,0.0
plant-616,1,12,healthy,0.0,24.67,86.16,46.35,7.21,0.0
plant-617,42,12,late_blight,0.318,30.59,82.2,53.66,7.09,0.382
plant-618,29,33,healthy,0.0,29.92,71.13,56.78,6.8,0.0
plant-619,5,45,healthy,0.0,16.04,57.69,57.89,7.86,0.0
plant-620,17,33,early_blight,0.369,16.31,70.22,44.62,7.44,0.369
plant-621,26,2,healthy,0.0,27.97,57.84,51.32,7.76,0.0
plant-622,2,16,mold,0.716,15.44,52.68,24.67,6.2,0.843
plant-623,20,39,early_blight,0.612,33.78,93.82,42.51,7.3,0.612
plant-624,6,30,healthy,0.0,19.77,53.51,43.41,7.2,0.0
plant-625,48,33,healthy,0.0,24.41,43.86,13.33,7.25,0.0
plant-626,6,42,healthy,0.0,18.49,59.69,48.52,7.56,0.0
plant-627,49,3,nutrient_deficiency,0.498,31.03,47.66,27.2,6.04,0.49
plant-628,10,3,healthy,0.0,34.33,69.58,53.05,7.75,0.0
plant-629,39,35,mold,0.305,34.47,37.42,62.57,7.3,0.305
plant-630,28,34,mold,0.4,19.26,75.67,47.68,7.02,0.4
plant-631,48,33,healthy,0.0,30.51,89.06,34.65,7.46,0.0
plant-632,48,19,early_blight,0.838,35.79,55.15,51.9,7.84,0.838
plant-633,48,14,mold,0.801,20.69,47.2,37.76,6.99,0.801
plant-634,21,18,healthy,0.0,20.4,84.95,6.77,7.69,0.0
plant-635,41,32,mold,0.971,26.87,58.81,50.01,6.46,0.971
plant-636,26,10,healthy,0.0,28.25,68.02,52.3,7.29,0.0
plant-637,42,17,nutrient_deficiency,0.745,17.75,38.78,8.22,5.73,1.0
plant-638,37,19,healthy,0.0,29.86,80.27,44.52,7.92,0.0
plant-639,26,28,healthy,0.0,23.38,62.68,26.21,6.21,0.0
plant-640,8,23,healthy,0.0,37.38,43.75,35.9,7.97,0.0
plant-641,30,8,healthy,0.0,29.74,66.89,14.3,6.1,0.0
plant-642,28,9,healthy,0.0,37.6,82.98,25.45,6.74,0.0
plant-643,32,37,healthy,0.0,28.44,44.66,35.81,7.66,0.0
plant-644,14,22,healthy,0.0,25.79,46.2,52.55,5.94,0.0
plant-645,37,11,healthy,0.0,17.38,43.05,60.12,7.08,0.0
plant-646,36,29,early_blight,0.355,35.04,78.59,65.19,7.54,0.355
plant-647,8,27,healthy,0.0,28.26,93.13,28.54,5.77,0.0
plant-648,26,40,healthy,0.0,23.41,63.56,17.0,6.4,0.0
plant-649,3,47,healthy,0.0,18.27,53.25,68.38,7.77,0.0
plant-650,6,17,mold,0.841,21.62,70.45,23.47,6.32,1.0
plant-651,1,35,healthy,0.0,17.44,48.95,14.59,7.69,0.0
plant-652,14,38,healthy,0.0,30.76,31.27,61.1,6.14,0.0
plant-653,42,32,healthy,0.0,31.7,33.78,45.93,5.57,0.0
plant-654,47,4,healthy,0.0,19.83,42.98,21.91,5.99,0.0
plant-655,13,15,healthy,0.0,24.65,87.44,53.21,6.35,0.0
plant-656,34,42,healthy,0.0,27.23,93.92,65.06,5.63,0.0
plant-657,42,29,healthy,0.0,35.44,46.22,51.57,5.56,0.0
plant-658,1,17,healthy,0.0,18.05,32.24,54.97,6.86,0.0
plant-659,8,48,healthy,0.0,21.36,87.21,20.79,7.92,0.0
plant-660,8,44,healthy,0.0,23.48,52.44,65.33,6.1,0.0
plant-661,6,10,healthy,0.0,30.63,49.13,49.9,7.33,0.0
plant-662,28,2,healthy,0.0,17.71,51.87,54.51,6.83,0.0
plant-663,20,0,nutrient_deficiency,0.604,27.22,50.86,68.55,7.91,0.544
plant-664,6,7,healthy,0.0,27.4,37.0,14.03,6.52,0.0
plant-665,39,39,healthy,0.0,19.5,65.2,8.26,7.22,0.0
plant-666,0,45,healthy,0.0,19.16,71.5,43.34,7.77,0.0
plant-667,38,5,healthy,0.0,29.06,36.04,18.32,5.52,0.0
plant-668,25,41,healthy,0.0,30.23,88.92,13.95,6.35,0.0
plant-669,13,2,healthy,0.0,22.62,63.14,9.81,5.71,0.0
plant-670,0,18,healthy,0.0,29.65,75.03,17.54,5.91,0.0
plant-671,30,14,early_blight,0.342,30.64,81.3,27.87,7.86,0.366
plant-672,2,4,healthy,0.0,23.33,91.3,50.7,6.48,0.0
plant-673,3,18,healthy,0.0,27.31,62.0,67.17,7.15,0.0
plant-674,34,8,healthy,0.0,26.11,49.51,20.59,7.9,0.0
plant-675,17,9,nutrient_deficiency,0.862,24.92,37.49,40.28,6.89,0.776
plant-676,39,13,healthy,0.0,16.06,94.52,32.4,6.38,0.0
plant-677,32,15,late_blight,0.407,30.1,54.85,19.86,6.72,0.653
plant-678,33,14,healthy,0.0,19.56,59.52,56.74,6.59,0.0
plant-679,36,37,healthy,0.0,29.0,55.44,5.32,7.86,0.0
plant-680,13,14,healthy,0.0,32.73,86.87,68.32,7.32,0.0
plant-681,0,25,healthy,0.0,35.56,83.08,61.17,7.31,0.0
plant-682,17,0,late_blight,0.508,16.39,61.04,40.46,6.86,0.61
plant-683,6,16,mold,0.769,20.48,66.75,15.15,6.63,1.0
plant-684,24,20,healthy,0.0,28.48,63.95,26.4,5.84,0.0
plant-685,16,12,late_blight,0.449,26.84,35.83,12.72,7.02,0.849
plant-686,10,21,healthy,0.0,31.38,33.8,7.13,6.88,0.0
plant-687,15,36,healthy,0.0,26.1,33.14,22.01,6.06,0.0
plant-688,31,27,healthy,0.0,26.05,49.1,43.76,7.47,0.0
plant-689,2,10,late_blight,0.61,20.36,32.68,58.6,6.19,0.732
plant-690,26,27,healthy,0.0,28.34,45.66,18.7,6.12,0.0
plant-691,0,41,healthy,0.0,32.29,67.11,42.78,7.11,0.0
plant-692,33,23,late_blight,0.359,33.02,41.56,50.94,7.14,0.431
plant-693,44,49,healthy,0.0,19.37,35.62,32.59,7.85,0.0
plant-694,13,3,healthy,0.0,34.83,42.06,22.14,6.06,0.0
plant-695,11,2,healthy,0.0,31.34,71.02,31.11,7.43,0.0
plant-696,33,9,nutrient_deficiency,0.914,27.64,91.02,44.78,5.78,0.823
plant-697,42,34,healthy,0.0,24.34,80.66,35.55,6.2,0.0
plant-698,38,13,mold,0.566,26.35,71.24,14.26,7.66,0.863
plant-699,18,6,healthy,0.0,18.17,84.09,62.22,7.18,0.0
plant-700,0,6,healthy,0.0,17.93,35.53,21.25,5.59,0.0
plant-701,46,12,healthy,0.0,23.5,74.24,42.35,7.8,0.0
plant-702,7,27,early_blight,0.819,19.16,53.15,10.78,6.08,1.0
plant-703,25,9,healthy,0.0,29.19,49.05,45.34,6.07,0.0
plant-704,14,9,healthy,0.0,29.17,47.65,29.99,5.73,0.0
plant-705,24,48,late_blight,0.822,32.75,68.46,15.07,7.02,1.0
plant-706,5,27,healthy,0.0,23.84,43.13,21.62,6.87,0.0
plant-707,21,48,healthy,0.0,22.76,63.86,37.82,7.17,0.0
plant-708,2,22,healthy,0.0,22.92,83.29,13.14,7.73,0.0
plant-709,12,15,healthy,0.0,30.77,60.32,69.74,7.48,0.0
plant-710,8,3,healthy,0.0,28.13,46.03,69.3,5.91,0.0
plant-711,31,46,healthy,0.0,17.67,55.25,31.8,7.24,0.0
plant-712,28,33,nutrient_deficiency,0.379,24.81,53.5,51.01,5.63,0.341
plant-713,3,9,healthy,0.0,36.27,53.29,15.61,6.59,0.0
plant-714,11,41,healthy,0.0,18.72,76.07,52.24,6.78,0.0
plant-715,14,29,healthy,0.0,35.47,84.51,30.45,6.32,0.0
plant-716,33,26,healthy,0.0,22.61,37.72,61.87,7.91,0.0
plant-717,18,45,mold,0.88,35.28,34.84,44.29,6.07,0.88
plant-718,47,2,late_blight,0.253,21.89,83.17,8.53,7.74,0.521
plant-719,26,6,healthy,0.0,20.18,49.39,53.39,7.65,0.0
plant-720,17,10,mold,0.558,36.03,75.76,28.36,6.2,0.588
plant-721,15,7,healthy,0.0,22.9,57.95,5.75,7.31,0.0
plant-722,30,6,healthy,0.0,23.81,94.7,59.75,7.52,0.0
plant-723,24,44,healthy,0.0,21.99,56.32,11.22,7.4,0.0
plant-724,39,43,healthy,0.0,26.19,61.56,63.83,6.05,0.0
plant-725,9,13,late_blight,0.487,25.03,77.46,46.75,6.29,0.584
plant-726,13,15,mold,0.325,29.86,80.34,53.24,6.88,0.325
plant-727,22,41,healthy,0.0,15.59,44.13,47.56,7.68,0.0
plant-728,20,21,healthy,0.0,15.51,85.2,34.75,6.61,0.0
plant-729,21,16,late_blight,0.486,18.95,82.43,5.85,5.86,1.0
plant-730,31,30,healthy,0.0,28.61,39.85,62.86,7.5,0.0
plant-731,28,21,healthy,0.0,27.54,51.32,23.2,5.69,0.0
plant-732,42,20,healthy,0.0,30.38,83.71,17.56,6.87,0.0
plant-733,15,5,healthy,0.0,24.53,31.37,26.72,6.41,0.0
plant-734,11,16,mold,0.828,24.14,86.17,7.21,7.78,1.0
plant-735,10,30,healthy,0.0,20.24,46.19,68.33,6.35,0.0
plant-736,14,30,healthy,0.0,25.67,84.02,25.88,5.56,0.0
plant-737,16,6,healthy,0.0,20.37,84.53,8.13,7.27,0.0
plant-738,24,49,healthy,0.0,25.46,48.76,11.95,7.89,0.0
plant-739,16,24,healthy,0.0,17.21,77.2,34.68,6.87,0.0
plant-740,44,47,healthy,0.0,36.2,81.85,48.86,6.04,0.0
plant-741,25,4,healthy,0.0,19.21,78.58,56.0,7.11,0.0
plant-742,47,1,early_blight,0.364,23.28,86.59,5.5,5.89,0.661
plant-743,7,37,late_blight,0.53,23.22,64.59,34.43,6.3,0.636
